Product,Category,Brand,Price,Weight,Ratings,In Stock
Product 59,Clothing,Prada,262.0,0.686344188251279,4.900024013544435,False
Product 60,Sports & Outdoors,Decathlon,1952.0,8.008813655715326,2.3511659314971105,False
Product 61,Sports & Outdoors,Decathlon,926.0,0.9413463083879426,4.801657912727373,True
Product 62,Sports & Outdoors,Cosco,608.0,4.376090938222449,1.7031659084645883,True
Product 63,Home & Garden,Ikea,4853.0,37.76417807250165,1.3316030105064294,False
Product 64,Home & Garden,Ikea,3963.0,45.83844699176363,3.5761400422572716,False
Product 65,Clothing,Prada,95.0,1.1879325360269433,3.417307466607256,False
Product 66,Electronics,Vivo,2076.0,4.108252710675086,1.8031668956990603,True
Product 67,Clothing,Raymond,290.0,0.2609447491750335,3.4734887050196517,True
Product 68,Clothing,Levi's,413.0,1.6448875038965296,1.5065810559915156,False
Product 69,Sports & Outdoors,Nivia,1235.0,2.2265012612994584,4.766234668730096,False
Product 70,Sports & Outdoors,Puma,1508.0,5.550461066650514,1.2472865637521307,True
Product 71,Sports & Outdoors,The North Face,239.0,2.654950932520915,2.028020926413126,True
Product 72,Sports & Outdoors,Puma,1047.0,3.1248932877685527,3.4954507327470283,False
Product 73,Sports & Outdoors,Puma,412.0,9.848320580530853,4.639804027961107,True
Product 74,Home & Garden,Woodland,4624.0,37.49917841153763,4.9235043879362745,True
Product 75,Sports & Outdoors,Nivia,1958.0,3.313061096413627,3.5594766105281606,False
Product 76,Clothing,Raymond,368.0,0.38232968239740084,4.121772837494223,True
Product 77,Home & Garden,Urban Ladder,1553.0,1.674600026448494,4.046093147562873,False
Product 78,Sports & Outdoors,Nivia,1189.0,6.9187312181387775,4.355836400609569,False
Product 79,Sports & Outdoors,Columbia,564.0,1.0834446451426845,4.926328467355095,True
Product 80,Home & Garden,Pottery Barn,3292.0,49.8120889840703,2.325362853459765,True
Product 81,Clothing,Raymond,205.0,1.5112393819772443,4.89473143545607,True
Product 82,Home & Garden,Crate & Barrel,399.0,43.913991905483094,4.214237293966441,False
Product 83,Sports & Outdoors,Puma,332.0,5.882409369311899,3.899633634474135,False
Product 84,Home & Garden,Woodland,2786.0,5.472795388132021,4.243399672627686,False
Product 85,Clothing,Adidas,305.0,0.8946728266738491,1.4448093947987757,False
Product 86,Home & Garden,Woodland,4478.0,41.5679405859984,3.434248633546392,False
Product 87,Electronics,Oppo,2707.0,2.1269937147161797,4.986126866691039,True
Product 88,Electronics,Oppo,4141.0,1.613610941784024,1.3763652152717265,True
Product 89,Home & Garden,Urban Ladder,294.0,2.5239260024051102,2.907442119930198,True
Product 90,Electronics,Oppo,3184.0,0.8917877269486387,1.7442251784094451,True
Product 91,Electronics,Oppo,1227.0,4.449681272636341,3.483070960443664,True
Product 92,Sports & Outdoors,Columbia,697.0,8.035997771102043,4.147267082782242,False
Product 93,Home & Garden,Ikea,4667.0,14.393512493168604,1.1187687389584213,True
Product 94,Home & Garden,Crate & Barrel,1117.0,13.836397924766711,2.723107675302469,False
Product 95,Electronics,Blue Star,2322.0,2.7827971111516683,2.081405458119519,True
Product 96,Clothing,Prada,395.0,0.8261258294639816,1.1880238619229848,True
Product 97,Home & Garden,Urban Ladder,2030.0,33.285967853573176,3.2540223817345018,True
Product 98,Clothing,Prada,132.0,1.289806906577543,3.865501122368124,True
Product 99,Home & Garden,Crate & Barrel,4232.0,35.11669675403047,4.344745882057234,False
Product 100,Clothing,Zara,280.0,1.2904206756336218,1.2795880454792963,False
Product 101,Sports & Outdoors,Decathlon,801.0,4.365250501167656,3.5909179837407046,False
Product 102,Sports & Outdoors,Decathlon,357.0,9.715291226378488,3.3393019752932585,False
Product 103,Sports & Outdoors,Puma,1418.0,7.945401722693442,2.8210817385131324,False
Product 104,Home & Garden,Urban Ladder,206.0,41.08938171937351,2.2649597696535793,True
Product 105,Clothing,Raymond,16.0,1.7581035151321474,1.2074141834546297,True
Product 106,Electronics,Oppo,406.0,3.3515756202023854,2.625239106072284,True
Product 107,Home & Garden,Ikea,4125.0,2.4409083583700912,1.7676770429938338,False
Product 108,Clothing,Mufti,64.0,0.9713637027300879,3.4270373083168364,False
Product 109,Sports & Outdoors,The North Face,1500.0,1.8862343099523164,4.047578602855271,True
Product 110,Clothing,Nike,311.0,0.8344643477853683,2.509438647204434,False
Product 111,Home & Garden,DMart,2570.0,40.03869016748202,1.380197547383276,True
Product 112,Sports & Outdoors,Puma,854.0,9.82636904375655,3.1282494258342917,False
Product 113,Sports & Outdoors,Nivia,1756.0,1.5039920803661886,2.580493095214308,True
Product 114,Sports & Outdoors,The North Face,899.0,5.449599149095357,2.3544066281867253,True
Product 115,Electronics,Philips,4969.0,1.1978160279780452,2.1350387099681627,False
Product 116,Electronics,Realme,152.0,2.439388873669983,1.2416787434528294,True
Product 117,Sports & Outdoors,Puma,1395.0,9.880229020672344,2.8947285748131386,False
Product 118,Home & Garden,Pottery Barn,2957.0,15.439508293682199,1.0121515648922257,False
Product 119,Home & Garden,Crate & Barrel,3477.0,11.81010969636939,3.6656398491258453,True
Product 120,Sports & Outdoors,Puma,529.0,1.6244719825702751,3.619688543949726,True
Product 121,Sports & Outdoors,The North Face,1938.0,5.627938733261304,3.9072701884939827,True
Product 122,Sports & Outdoors,The North Face,750.0,6.088964014844439,2.9709126567646362,False
Product 123,Sports & Outdoors,Nivia,1350.0,0.9375882407711693,1.610021053935502,True
Product 124,Electronics,LG,1514.0,1.7490216737839717,2.163688534926553,True
Product 125,Electronics,Vivo,4748.0,3.666384823203646,4.289538578701311,True
Product 126,Electronics,Apple,1803.0,3.325410827319264,4.54099460752105,True
Product 127,Sports & Outdoors,Nivia,1128.0,1.9815962156051041,4.295251203535426,False
Product 128,Electronics,Vivo,664.0,1.2187535073084368,2.5669972266226626,False
Product 129,Sports & Outdoors,The North Face,1744.0,5.459048521481985,1.9711752604663695,True
Product 130,Electronics,Realme,3732.0,2.081273856050523,2.5900183906815433,False
Product 131,Electronics,Philips,400.0,3.146574447972875,4.367837625610218,False
Product 132,Home & Garden,Crate & Barrel,3537.0,38.1692742231732,1.752956453029833,True
Product 133,Electronics,Blue Star,3579.0,3.9192947505840996,1.9924280019735408,False
Product 134,Sports & Outdoors,Patagonia,70.0,3.621388733996275,2.9488317011627414,True
Product 135,Clothing,Levi's,36.0,1.7169894432702104,2.896475582357362,False
Product 136,Electronics,Philips,2450.0,4.710020810056807,3.729078128960414,False
Product 137,Clothing,Mufti,42.0,0.5118806094069653,4.702034348677173,True
Product 138,Clothing,Nike,31.0,1.632775189463389,1.2700794195743774,False
Product 139,Electronics,Samsung,3338.0,0.3817113893006078,1.397534109216879,True
Product 140,Home & Garden,Urban Ladder,609.0,41.21145551954906,4.21704315354998,False
Product 141,Clothing,Nike,37.0,1.0411117576250666,2.2444450426469897,False
Product 142,Sports & Outdoors,Patagonia,901.0,8.282586220514965,4.839768173077433,False
Product 143,Clothing,Levi's,357.0,0.211979042068466,3.699891087583133,False
Product 144,Home & Garden,Pottery Barn,4852.0,9.064941376997048,3.157264256900598,True
Product 145,Electronics,Sony,1703.0,4.150701214595065,2.511221551965493,True
Product 146,Home & Garden,Ikea,3161.0,16.766403533776327,4.77097102447057,False
Product 147,Electronics,Blue Star,4008.0,3.3695897602156184,4.620253702934934,True
Product 148,Home & Garden,Crate & Barrel,820.0,3.7737108874139507,2.923327089084832,False
Product 149,Clothing,PeterEngland,364.0,0.48376753429581354,3.857543965332564,False
Product 150,Sports & Outdoors,Cosco,1967.0,4.614498504490116,1.3764065968698125,True
Product 151,Sports & Outdoors,Patagonia,842.0,6.742152220754322,1.5510931231262726,False
Product 152,Home & Garden,Woodland,148.0,10.679571313005034,1.8585141356891488,False
Product 153,Home & Garden,Ikea,2675.0,7.523889142269789,1.010250496408183,False
Product 154,Sports & Outdoors,Puma,1280.0,9.067848040473104,4.7528143670019585,False
Product 155,Home & Garden,Urban Ladder,220.0,49.37660488231689,3.332703051251458,True
Product 156,Sports & Outdoors,The North Face,847.0,3.5216946365148987,3.1820905569053104,True
Product 157,Sports & Outdoors,Puma,207.0,4.195193891521146,3.1675656284405656,True
Product 158,Clothing,Prada,275.0,1.6628406119498012,3.0625523206235656,True
Product 159,Clothing,Mufti,286.0,0.38078647791407205,3.512520800133743,True
Product 160,Sports & Outdoors,Columbia,666.0,3.061412834262339,1.8629537296530154,False
Product 161,Clothing,Prada,390.0,1.6474537270288028,4.197522491125775,True
Product 162,Sports & Outdoors,Columbia,754.0,7.930860084431137,4.4169752584144195,False
Product 163,Clothing,PeterEngland,434.0,1.4835008615356648,2.016534475106965,True
Product 164,Sports & Outdoors,Nivia,320.0,7.251943494994095,4.389072988028039,True
Product 165,Sports & Outdoors,Puma,1390.0,5.820582613688034,4.301220488733167,True
Product 166,Electronics,Philips,4118.0,4.396868129847728,4.873976983228506,False
Product 167,Sports & Outdoors,Puma,705.0,7.101784458921132,3.306623728007756,False
Product 168,Clothing,Prada,41.0,1.6722250930439575,1.7349178220725787,True
Product 169,Electronics,Samsung,459.0,3.9842086088177706,3.6940304686242444,False
Product 170,Electronics,Realme,1454.0,3.508753936320281,1.2438220099086021,True
Product 171,Clothing,Adidas,236.0,1.9264962775550483,1.3582537492949283,True
Product 172,Clothing,Adidas,305.0,0.1134570934926021,2.3175109597644057,True
Product 173,Home & Garden,Pottery Barn,3563.0,30.989529344380447,3.106183380150338,False
Product 174,Electronics,Blue Star,1847.0,1.48635481085237,3.6994405477916397,False
Product 175,Sports & Outdoors,Nivia,91.0,4.23787012392067,4.7675950711253225,False
Product 176,Home & Garden,Ikea,3265.0,10.251858513405082,2.7561898621132603,True
Product 177,Clothing,Prada,278.0,0.36084852136388557,2.7930981723820416,True
Product 178,Clothing,Raymond,341.0,0.518260428285955,2.123407179438144,True
Product 179,Clothing,Adidas,161.0,0.7903438994075067,1.6087162837264297,False
Product 180,Home & Garden,Ikea,2746.0,20.824987156205115,4.300525419925851,False
Product 181,Home & Garden,Pottery Barn,539.0,31.153188479612616,4.043542197951172,False
Product 182,Home & Garden,DMart,1786.0,9.529743379829789,4.416247345153206,True
Product 183,Electronics,Sony,987.0,2.0826522743741993,1.0837356368122277,False
Product 184,Clothing,Raymond,363.0,0.55383043193127,4.047057002306884,True
Product 185,Clothing,Nike,235.0,1.6576744585674346,3.396948906513067,True
Product 186,Sports & Outdoors,Puma,541.0,6.77199793291875,1.362797475192509,False
Product 187,Sports & Outdoors,The North Face,1374.0,8.224341833734627,4.758955595191775,False
Product 188,Sports & Outdoors,Columbia,173.0,6.914043281543868,2.8230315788881803,True
Product 189,Clothing,Raymond,105.0,1.5485198475247395,1.2123766500343125,False
Product 190,Home & Garden,Ikea,3493.0,9.93235817274872,4.15119898014181,False
Product 191,Sports & Outdoors,Puma,1886.0,1.2683513029757054,2.9416998572114053,True
Product 192,Home & Garden,Crate & Barrel,1095.0,48.369748302942924,3.943133421233392,True
Product 193,Clothing,Adidas,443.0,0.9607548808167665,1.0868349583527164,False
Product 194,Clothing,Zara,433.0,1.2279736381135533,1.5458164799328524,False
Product 195,Home & Garden,Ikea,3244.0,1.8820854321839693,2.586778853935279,False
Product 196,Clothing,Nike,105.0,1.0599536092950432,3.34948982661288,False
Product 197,Clothing,Nike,341.0,0.5419622391042265,1.3168511014241062,False
Product 198,Clothing,Prada,84.0,0.62570830840582,3.7202858877236356,True
Product 199,Sports & Outdoors,Nivia,1327.0,3.5659640446633425,3.6005804238379917,True
Product 200,Home & Garden,Ikea,1879.0,25.618384220268766,2.6473938087057958,False
Product 201,Clothing,Raymond,263.0,0.2681194171857829,1.3507769811342576,True
Product 202,Home & Garden,Woodland,2273.0,32.09897377350306,1.3319648100904287,False
Product 203,Home & Garden,Woodland,1899.0,25.249434693500664,4.559568603823971,True
Product 204,Electronics,Apple,4718.0,4.7988922018927385,2.4311326002048053,True
Product 205,Home & Garden,Woodland,680.0,21.752300707830777,1.4183911691471787,True
Product 206,Electronics,LG,1009.0,3.5508468846465924,2.797802147274278,True
Product 207,Sports & Outdoors,Columbia,1788.0,9.583653134823145,3.400446070808142,True
Product 208,Home & Garden,Pottery Barn,249.0,36.16489976434019,3.561918561039646,True
Product 209,Home & Garden,Pottery Barn,4730.0,43.85822215146307,2.0405661969330637,True
Product 210,Sports & Outdoors,Columbia,306.0,6.697883018577117,1.5756171179258947,True
Product 211,Clothing,Raymond,487.0,1.6051503214156877,4.412412788279468,True
Product 212,Sports & Outdoors,The North Face,1789.0,5.189002055375997,3.846113772645351,False
Product 213,Clothing,Zara,77.0,1.1197359458970813,4.039289070640821,True
Product 214,Home & Garden,Pottery Barn,4703.0,42.660122565145095,1.2851384191825348,True
Product 215,Electronics,LG,2512.0,2.651142403208795,1.2981214935425371,True
Product 216,Clothing,Zara,63.0,1.0203966192746676,3.218495389532605,True
Product 217,Home & Garden,Pottery Barn,2737.0,7.997926295664964,1.7244782612853844,True
Product 218,Home & Garden,Ikea,3666.0,37.599617893382984,4.170935955969517,True
Product 219,Electronics,Apple,4951.0,2.1363892397980506,2.9625296691756233,True
Product 220,Clothing,Levi's,483.0,0.9247315918023448,3.773497652998413,False
Product 221,Home & Garden,Urban Ladder,2219.0,26.290043002252084,4.107854223524596,False
Product 222,Clothing,GAP,198.0,1.3024560121575404,4.324782743796193,False
Product 223,Home & Garden,Urban Ladder,667.0,22.19283026583896,2.6604280497952533,True
Product 224,Electronics,LG,3276.0,1.6312282043965292,2.1610981771465174,False
Product 225,Sports & Outdoors,Patagonia,958.0,4.332036420148279,2.502741261628299,True
Product 226,Sports & Outdoors,Puma,1716.0,5.377623770558547,1.6379055589260485,True
Product 227,Home & Garden,Urban Ladder,3595.0,8.634740526190821,2.613541035461861,True
Product 228,Electronics,Philips,4156.0,2.0538473463178586,4.202353225096365,False
Product 229,Home & Garden,Woodland,252.0,4.109458616279326,3.713544128892576,False
Product 230,Electronics,Oppo,3921.0,3.3159018906087434,3.487982934866978,True
Product 231,Sports & Outdoors,The North Face,316.0,7.756027546230366,1.1085698562187662,False
Product 232,Clothing,Prada,375.0,1.609792389975906,4.456237998583207,True
Product 233,Home & Garden,Pottery Barn,1096.0,47.89287191129953,3.007785344917927,False
Product 234,Home & Garden,Woodland,127.0,47.73796758213998,2.51235565067715,False
Product 235,Clothing,Prada,235.0,0.30595357834958903,4.160428993889563,True
Product 236,Clothing,Nike,369.0,0.3321437224788166,3.7243709049931315,False
Product 237,Electronics,Samsung,,2.426638472134602,4.577419225234216,False
Product 238,Home & Garden,DMart,204.0,47.52338150848077,4.318539155713547,False
Product 239,Sports & Outdoors,Columbia,1416.0,3.1452603501824647,4.186778906653713,False
Product 240,Home & Garden,Urban Ladder,4079.0,41.61459942316175,3.5129903111654635,False
Product 241,Clothing,Adidas,399.0,0.45728276321416983,2.560921013273175,True
Product 242,Home & Garden,DMart,373.0,23.86919291461669,4.198437014965253,True
Product 243,Electronics,Oppo,965.0,0.2871726212381315,2.23540487018154,False
Product 244,Electronics,LG,3652.0,3.738941574104246,4.7406019062250895,True
Product 245,Electronics,Apple,4344.0,0.8825178267392579,2.4274318453941617,True
Product 246,Electronics,Oppo,1484.0,1.596957183626562,1.2804551098026957,False
Product 247,Electronics,Oppo,1011.0,3.810752725589052,2.2490368720622,True
Product 248,Electronics,Samsung,2945.0,1.2485741919889626,1.1829356105985105,True
Product 249,Sports & Outdoors,Patagonia,981.0,5.129664181931638,4.053759578752698,False
Product 250,Sports & Outdoors,Cosco,292.0,2.4360587943261933,3.2674527444785366,True
Product 251,Sports & Outdoors,The North Face,1736.0,3.784086152161875,3.600963877828939,True
Product 252,Sports & Outdoors,Patagonia,1105.0,2.1050587579610065,3.1580997166587994,False
Product 253,Sports & Outdoors,Columbia,917.0,1.971767330652566,1.89184822726244,True
Product 254,Clothing,Nike,240.0,0.20947121318301617,2.661398222470694,False
Product 255,Electronics,LG,572.0,2.8197589835385766,1.6961629077018148,False
Product 256,Sports & Outdoors,Puma,74.0,4.5402690665677525,1.1998566704754037,False
Product 257,Clothing,Raymond,139.0,0.19351262024385274,4.761814395427687,False
Product 258,Home & Garden,Ikea,2175.0,4.2157272649325215,3.451874983641028,True
Product 259,Sports & Outdoors,Nivia,509.0,6.996080354038075,2.1916048850523944,False
Product 260,Clothing,PeterEngland,387.0,0.9946747440720902,4.099464011770602,False
Product 261,Electronics,Apple,821.0,2.6212546026965993,1.8507822985533515,True
Product 262,Clothing,Levi's,74.0,0.8610897327634508,3.9896666693601284,True
Product 263,Home & Garden,DMart,4342.0,14.315126787025207,2.6903555014623834,True
Product 264,Electronics,Apple,2165.0,2.9702346778547426,1.5650089623390238,False
Product 265,Electronics,Vivo,2474.0,3.52449086131636,1.3406066602337212,True
Product 266,Electronics,Oppo,4621.0,0.15986727119861296,4.25616141661313,False
Product 267,Electronics,Oppo,528.0,0.8125466941588232,4.253990983228603,False
Product 268,Electronics,Oppo,3236.0,3.6196147750602288,1.535372375211328,True
Product 269,Clothing,Mufti,127.0,0.1079342059892571,1.5973721951889304,True
Product 270,Electronics,Samsung,2708.0,0.2391019507215193,2.189664444899584,False
Product 271,Electronics,Samsung,656.0,0.8353228688257163,2.3202389951348983,True
Product 272,Sports & Outdoors,Cosco,953.0,9.384000466690352,2.374337622370652,False
Product 273,Clothing,Zara,328.0,1.1403586474518146,4.70536871631216,True
Product 274,Sports & Outdoors,Columbia,552.0,6.888085213787006,1.1430205416475872,True
Product 275,Sports & Outdoors,Columbia,51.0,8.597054492108773,4.46265373513905,True
Product 276,Sports & Outdoors,Decathlon,902.0,2.9573809215876232,4.582275526476079,False
Product 277,Home & Garden,Ikea,3481.0,39.62303392001174,3.5288493186838785,False
Product 278,Home & Garden,Urban Ladder,3906.0,34.58334839747761,4.305814962414376,False
Product 279,Home & Garden,Woodland,1290.0,24.554269091143983,2.1816283646684953,True
Product 280,Home & Garden,Woodland,647.0,20.734928031137244,2.5213153459328237,True
Product 281,Sports & Outdoors,The North Face,846.0,7.389672526069583,2.1728896721305175,True
Product 282,Electronics,Blue Star,3268.0,2.901170612768897,4.971218581373979,False
Product 283,Home & Garden,Ikea,4768.0,12.340930757355812,2.210857079843218,False
Product 284,Home & Garden,Ikea,,47.72420122407071,4.515694737614586,False
Product 285,Electronics,Samsung,1347.0,4.9908889227824575,3.102464073054116,True
Product 286,Clothing,Adidas,457.0,0.6218035699867658,3.650270710110929,False
Product 287,Clothing,Levi's,376.0,1.1227936310800304,4.2860710733857506,True
Product 288,Electronics,Apple,4581.0,1.316051777312971,3.7944634222066527,False
Product 289,Electronics,Sony,1522.0,3.0514086595129726,1.380632543715068,True
Product 290,Sports & Outdoors,Decathlon,62.0,6.318359122740738,4.24013665044172,True
Product 291,Clothing,Nike,44.0,1.3136550336420594,2.3907213407075574,False
Product 292,Sports & Outdoors,The North Face,992.0,2.8123668193102,4.891456765947924,False
Product 293,Home & Garden,DMart,4314.0,25.89896191569837,1.5773651154978285,False
Product 294,Home & Garden,DMart,1607.0,37.308336033698396,2.759712627900278,False
Product 295,Home & Garden,DMart,1366.0,30.49403626607265,3.9038022807526622,True
Product 296,Electronics,Realme,4448.0,0.8831370891773589,4.484918209640849,False
Product 297,Home & Garden,Pottery Barn,3983.0,31.313717301322264,3.2586600874389364,True
Product 298,Clothing,Adidas,452.0,0.7724769342409634,4.699446887010905,True
Product 299,Home & Garden,Urban Ladder,3682.0,15.551827191275025,2.3395396870264724,False
Product 300,Sports & Outdoors,Puma,624.0,7.466190400945634,4.909438500635815,True
Product 301,Home & Garden,DMart,1634.0,25.29403613715993,2.7942319878577067,False
Product 302,Sports & Outdoors,Patagonia,1980.0,9.401819861745453,3.2809366872184795,False
Product 303,Electronics,Philips,2622.0,3.1072681788736065,2.3092636674555536,True
Product 304,Clothing,PeterEngland,267.0,0.40942777313990175,1.895118157354771,False
Product 305,Clothing,Mufti,275.0,1.1876244971167111,2.160389601334992,True
Product 306,Home & Garden,Woodland,2945.0,35.43906157317347,4.4478248224164805,True
Product 307,Sports & Outdoors,Puma,336.0,0.8973376376925202,3.8623246714806534,True
Product 308,Home & Garden,Urban Ladder,2496.0,21.552478288260883,1.902598096946004,True
Product 309,Electronics,Apple,3690.0,0.598555074284586,2.304407549763097,True
Product 310,Clothing,Levi's,426.0,0.5839334406228639,3.6468182628121166,True
Product 311,Clothing,PeterEngland,308.0,0.765823558546483,4.989171333421778,True
Product 312,Sports & Outdoors,Puma,1279.0,1.0895582100221008,1.1630731497913551,True
Product 313,Home & Garden,Ikea,3990.0,7.805888270065294,4.323081651493096,True
Product 314,Electronics,Apple,2342.0,1.7140594310502624,4.057951290620526,True
Product 315,Sports & Outdoors,Patagonia,1161.0,7.761488236987509,2.3518144264168948,False
Product 316,Home & Garden,Woodland,1085.0,20.33663486595608,3.708958904057268,True
Product 317,Clothing,Levi's,145.0,1.693836399529368,1.5847744369924306,False
Product 318,Clothing,Prada,318.0,0.29916474267286197,3.4313041149818098,False
Product 319,Clothing,Adidas,391.0,1.457802899490377,3.0003986039859707,True
Product 320,Clothing,Zara,87.0,0.7282173475551492,3.430002533029267,True
Product 321,Clothing,Raymond,142.0,1.2965033997408155,2.979824244695676,True
Product 322,Sports & Outdoors,Columbia,1371.0,7.172595920449118,4.311389646364999,False
Product 323,Clothing,Nike,399.0,1.1882015747981236,1.9772399977180513,True
Product 324,Electronics,Blue Star,516.0,2.4552120566529494,2.752308298613378,False
Product 325,Sports & Outdoors,Puma,697.0,3.8581651933846572,2.621912211130739,True
Product 326,Sports & Outdoors,Puma,1499.0,2.097453433948803,1.5012292231545628,True
Product 327,Home & Garden,Crate & Barrel,570.0,48.35981556112135,3.2728471314042933,True
Product 328,Clothing,Levi's,346.0,0.5694494538569872,3.0891731542219314,True
Product 329,Clothing,Zara,318.0,1.96054935164507,2.086968323396573,True
Product 330,Clothing,Mufti,281.0,1.833543468882176,1.393192436295681,True
Product 331,Electronics,LG,886.0,3.1921709358974373,4.7610402999225725,False
Product 332,Electronics,LG,3439.0,4.275387655541257,3.6037030523119262,True
Product 333,Electronics,Samsung,1104.0,2.4115064838024813,4.264745234030258,False
Product 334,Home & Garden,Crate & Barrel,876.0,38.42992901816309,3.6115364816321,True
Product 335,Electronics,Apple,1761.0,2.4497036076453695,3.5892233475674686,True
Product 336,Clothing,Mufti,447.0,0.45621501795094854,2.1132447947099586,True
Product 337,Clothing,PeterEngland,343.0,0.2973001353264465,3.929154334828189,True
Product 338,Clothing,Adidas,,0.38289010808520574,4.682058143648773,True
Product 339,Clothing,Zara,20.0,0.6908227775729988,1.6510649991717607,True
Product 340,Home & Garden,Urban Ladder,3749.0,26.1619128642372,4.915211553397423,False
Product 341,Home & Garden,Ikea,4534.0,31.17774602525013,4.8400505866798955,False
Product 342,Home & Garden,DMart,2394.0,40.631544766855676,3.6541765220939912,False
Product 343,Home & Garden,Ikea,3201.0,35.638723281671915,3.358819361842056,False
Product 344,Electronics,LG,1359.0,4.929086563236807,4.355762056179222,True
Product 345,Home & Garden,DMart,4200.0,6.546948278655821,2.087650226065551,False
